ST生化股权争夺又起深交所再发三封问询函|-|此后又筹划更换重组标的，拟以发行股份或支付现金方式购买内蒙古维克生生物科技有限公司股权，最终也因各方未达一致而失败。|-|微信公众号|-|2017年12月19日|-|https://news.tianyancha.com/detail/d82555db36c9ebb39beeab3a96562a34365b19d2.html
说说ST生化收购战|-|更换资产重组交易对象为呼和浩特市海博畜牧生物科技有限公司，为标的资产内蒙古维克生生物科技有限公司的单一股东。 2017年8月18日|-|微信公众号|-|2017年12月13日|-|https://news.tianyancha.com/detail/3c5a950b0f33d6ba86deab86dd9d5c46f28f0107.html
ST生化股权之争仍陷僵局要约收购即将启动|-|因各方未能就交易方案核心条款达成一致，公司原披露的重组标的山西康宝生物制品股份有限公司，变更为内蒙古维克生生物科技有限公司（下称"维克生物"）. 而天眼查信息显示，2015年5月27日之前|-|财富动力网|-|2017年08月30日|-|https://news.tianyancha.com/detail/ba90598b93d72b715b70fe5fc468e0ce1bc8e3b9.html
